,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002572880400794031,,,,,,,6.95346308578099e-26,,,,,,
50.25125628140704,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039487700847762215,,,,,,,3.141663421792661e-25,,,,,,
50.50251256281407,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005926184218298286,,,,,,,1.392141255299069e-24,,,,,,
50.753768844221106,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008698588595349286,,,,,,,6.0508298283957075e-24,,,,,,
51.00502512562814,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012489558348809838,,,,,,,2.5794921109021103e-23,,,,,,
51.256281407035175,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543403612305334,,,,,,,1.078430763797748e-22,,,,,,
51.50753768844221,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024108909356553413,,,,,,,4.420955577627252e-22,,,,,,
51.75879396984924,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032415807526923524,,,,,,,1.7767029263413164e-21,,,,,,
52.01005025125628,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04264483773468062,,,,,,,6.998256200034917e-21,,,,,,
52.26130653266332,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054893822805618435,,,,,,,2.7011352227719857e-20,,,,,,
52.51256281407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06914380881355474,,,,,,,1.0214186152043798e-19,,,,,,
52.76381909547739,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08523057893727182,,,,,,,3.7836039291833743e-19,,,,,,
53.015075376884425,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10282727882587898,,,,,,,1.3728634801662969e-18,,,,,,
53.266331658291456,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121443118172519,,,,,,,4.879569183820871e-18,,,,,,
53.517587939698494,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14044103799851285,,,,,,,1.699107923093727e-17,,,,,,
53.768844221105525,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15907414847331303,,,,,,,5.797479410408803e-17,,,,,,
54.02010050251256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17653733493619736,,,,,,,1.9389547269161624e-16,,,,,,
54.2713567839196,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19202761331305765,,,,,,,6.358735052915637e-16,,,,,,
54.52261306532663,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20480541969587351,,,,,,,2.0456826967211068e-15,,,,,,
54.77386934673367,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2142494472453829,,,,,,,6.459159743654061e-15,,,,,,
55.0251256281407,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21989966613900647,,,,,,,2.0026004816243183e-14,,,,,,
55.27638190954774,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22148596442693094,,,,,,,6.099522325534746e-14,,,,,,
55.527638190954775,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2189423635885681,,,,,,,1.8258421874518888e-13,,,,,,
55.778894472361806,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21240815690425785,,,,,,,5.373382812194228e-13,,,,,,
56.030150753768844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20221738082899052,,,,,,,1.5551048302857405e-12,,,,,,
56.28140703517588,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18887726305910563,,,,,,,4.426508521175198e-12,,,,,,
56.53266331658291,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1730356307884335,,,,,,,1.239263933646251e-11,,,,,,
56.78391959798995,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15543755621187133,,,,,,,3.4121418453205406e-11,,,,,,
57.03517587939699,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13687304615433124,,,,,,,9.237683381016382e-11,,,,,,
57.28643216080402,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11811989019398067,,,,,,,2.4583398160874476e-10,,,,,,
57.537688442211056,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09988788539823948,,,,,,,6.428356753048207e-10,,,,,,
57.78894472361809,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08277153896882097,,,,,,,1.6510082586838071e-09,,,,,,
58.040201005025125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067217452671205,,,,,,,4.162817392603357e-09,,,,,,
58.29145728643216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05351006086320096,,,,,,,1.0299294930316745e-08,,,,,,
58.54271356783919,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04177598627973114,,,,,,,2.49923885912807e-08,,,,,,
58.79396984924623,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03200401535187161,,,,,,,5.945652578891923e-08,,,,,,
59.04522613065326,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02407544680210298,,,,,,,1.3861624540176368e-07,,,,,,
59.2964824120603,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017798765133445683,,,,,,,3.1659759419970223e-07,,,,,,
59.54773869346734,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012943164334687543,,,,,,,7.082114122073578e-07,,,,,,
59.798994974874375,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009266957473965963,,,,,,,1.5512769540205701e-06,,,,,,
60.050251256281406,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006538774383611621,,,,,,,3.326740293725174e-06,,,,,,
60.30150753768844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004551162088866714,,,,,,,6.983930714540119e-06,,,,,,
60.552763819095475,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003127445202255817,,,,,,,1.4351197434616021e-05,,,,,,
60.80402010050251,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021233776564377627,,,,,,,2.8862643683143698e-05,,,,,,
61.05527638190955,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014252911165858063,,,,,,,5.680441311146638e-05,,,,,,
61.30653266331658,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009462741934519044,,,,,,,0.00010938041469185967,,,,,,
61.55778894472362,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006215690871141507,,,,,,,0.00020601031311314692,,,,,,
61.80904522613065,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004039848379118933,,,,,,,0.00037937807963090326,,,,,,
62.06030150753769,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002597847680262029,,,,,,,0.0006827966792259467,,,,,,
62.311557788944725,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016524834904997217,,,,,,,0.0012003582709500702,,,,,,
62.562814070351756,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010393900938320237,,,,,,,0.0020599815389903183,,,,,,
62.814070351758794,,,,,,,,,,,,,,,,,,,,,,,,,,,6.461492332054683e-05,,,,,,,0.003448719618453888,,,,,,
63.065326633165824,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9678641264940795e-05,,,,,,,0.00562846599924855,,,,,,
63.31658291457286,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4053540982411542e-05,,,,,,,0.008948528757549708,,,,,,
63.5678391959799,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4384939804611855e-05,,,,,,,0.013849693857606718,,,,,,
63.81909547738694,,,,,,,,,,,,,,,,,,,,,,,,,,,8.480844118117991e-06,,,,,,,0.02085291387853799,,,,,,
64.07035175879398,,,,,,,,,,,,,,,,,,,,,,,,,,,4.925599663618152e-06,,,,,,,0.030525453096503934,,,,,,
64.321608040201,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8161168767097046e-06,,,,,,,0.043419099129180114,,,,,,
64.57286432160804,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5837785771860367e-06,,,,,,,0.059979572968182286,,,,,,
64.82412060301507,,,,,,,,,,,,,,,,,,,,,,,,,,,8.755301293257902e-07,,,,,,,0.08043350469426254,,,,,,
65.07537688442211,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7540343267887964e-07,,,,,,,0.10466820602550712,,,,,,
65.32663316582915,,,,,,,,,,,,,,,,,,,,,,,,,,,2.533680377580222e-07,,,,,,,0.1321277391202569,,,,,,
65.57788944723617,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3244207691787582e-07,,,,,,,0.16175348111520213,,,,,,
65.82914572864321,,,,,,,,,,,,,,,,,,,,,,,,,,,6.785382762873515e-08,,,,,,,0.1919956771003074,,,,,,
66.08040201005025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.404790195961403e-08,,,,,,,0.22091281288119963,,,,,,
66.33165829145729,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6721373187228488e-08,,,,,,,0.24635876524709494,,,,,,
66.58291457286433,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03197435787555e-09,,,,,,,0.2662369837472457,,,,,,
66.83417085427135,,,,,,,,,,,,,,,,,,,,,,,,,,,3.770949970439963e-09,,,,,,,0.27878182649621874,,,,,,
67.08542713567839,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7293128125833752e-09,,,,,,,0.2828154949696551,,,,,,
67.33668341708542,,,,,,,,,,,,,,,,,,,,,,,,,,,7.741315847108931e-10,,,,,,,0.2779291575328829,,,,,,
67.58793969849246,,,,,,,,,,,,,,,,,,,,,,,,,,,3.380705505732138e-10,,,,,,,0.26454997012413567,,,,,,
67.8391959798995,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4394407493138573e-10,,,,,,,0.24387902801923128,,,,,,
68.09045226130652,,,,,,,,,,,,,,,,,,,,,,,,,,,5.972102839663905e-11,,,,,,,0.21771279380201977,,,,,,
68.34170854271356,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4130833142381598e-11,,,,,,,0.1881848287704749,,,,,,
68.5929648241206,,,,,,,,,,,,,,,,,,,,,,,,,,,9.490860300109949e-12,,,,,,,0.15747929335712046,,,,,,
68.84422110552764,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6317552776104075e-12,,,,,,,0.12756929855778218,,,,,,
69.09547738693468,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3514757146160776e-12,,,,,,,0.10002237338097611,,,,,,
69.3467336683417,,,,,,,,,,,,,,,,,,,,,,,,,,,4.888746119533828e-13,,,,,,,0.07589614562076784,,,,,,
69.59798994974875,,,,,,,,,,,,,,,,,,,,,,,,,,,1.718365558894449e-13,,,,,,,0.05572578017627408,,,,,,
69.84924623115577,,,,,,,,,,,,,,,,,,,,,,,,,,,5.866896791286249e-14,,,,,,,0.03958656375189404,,,,,,
70.10050251256281,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9450782579654513e-14,,,,,,,0.027204141530096336,,,,,,
70.35175879396985,,,,,,,,,,,,,,,,,,,,,,,,,,,6.260045570025651e-15,,,,,,,0.01808244278627748,,,,,,
