,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50.0,4.253497110855826e-32,9.59178629388094e-39,2.0946424503191796e-50,1.9902736672780286e-21,2.8258787798516026e-49,3.0907296092188705e-53,3.840524809097206e-36,1.826770825667e-46,1.9634497888892542e-24,4.516378404836071e-25,3.39940680764271e-48,1.3185303731861872e-54,6.116460607645473e-26,7.310827537710429e-28,2.5355150873800093e-25,2.1089518675457434e-39,2.492053596745334e-41,1.275610116835349e-31,6.12157951269707e-57,4.672422177272452e-25
50.25125628140704,2.8692497705016536e-31,9.206480477611703e-38,3.698065131383419e-49,5.972535394521247e-21,4.794303664835108e-48,6.893932186006777e-52,3.487576055759699e-35,3.543979263438673e-45,1.0287968164695669e-23,1.6748798909492237e-24,6.560136616349332e-47,4.0681450801490494e-53,4.4601654965010225e-25,3.9216380499148054e-27,1.269541883733551e-24,1.5953062823132494e-38,3.466900898469432e-40,1.1571225423707948e-30,1.9318671589360194e-55,1.8684905355632837e-24
50.50251256281407,1.91762099550181e-30,8.651282472041298e-37,6.361692019314963e-48,1.7767513589049283e-20,8.023281934860647e-47,1.5033383713561632e-50,3.0878930281626185e-34,6.699744654727641e-44,5.29400140147213e-23,6.1453482807404745e-24,1.2269864619678535e-45,1.2568207947292296e-51,3.1809926135394933e-24,2.0738028608775514e-26,6.241179764437909e-24,1.1814744538067133e-37,4.736546606753501e-39,1.0225855108432303e-29,5.998981658839934e-54,7.394207051811593e-24
50.753768844221106,1.2693503998549538e-29,7.957810526773458e-36,1.0669316676299172e-46,5.242557218839355e-20,1.3242687955389785e-45,3.203506450702634e-49,2.6654815077554322e-33,1.233675526600868e-42,2.6737322781661462e-22,2.2305746616399943e-23,2.2238090170935545e-44,3.8796275961196565e-50,2.217490933182452e-23,1.080838637116489e-25,3.011835069091594e-23,8.578031864855127e-37,6.345356375100124e-38,8.802205103630483e-29,1.830357652514495e-52,2.8952402722901124e-23
51.00502512562814,8.31990358951392e-29,7.164355996410706e-35,1.7455182944589308e-45,1.535156888835605e-19,2.1550992739654611e-44,6.667859588249113e-48,2.2430648413198252e-32,2.211597698668691e-41,1.3245796148405166e-21,8.008086118458149e-23,3.905070046020482e-43,1.193593750227014e-48,1.5100233454184577e-22,5.5505373732985515e-25,1.426450636522881e-22,6.113013142807956e-36,8.322641587845982e-37,7.37822804288939e-28,5.478318479002726e-51,1.1215152336662993e-22
51.256281407035175,5.3988795469280645e-28,6.312253534047026e-34,2.7874483366713095e-44,4.463910542030201e-19,3.456258884177933e-43,1.3550799818914568e-46,1.840128599362342e-31,3.857751730651855e-40,6.433114929170571e-21,2.843237152456025e-22,6.643604552124884e-42,3.64953796440899e-47,1.003841353085199e-21,2.8078256405996017e-24,6.629334942330977e-22,4.2805940593181677e-35,1.0671640688032461e-35,6.020934119647944e-27,1.6056551287707755e-49,4.297177381291037e-22
51.50753768844221,3.4681217535290475e-27,5.4422206911494026e-33,4.347669732992756e-43,1.2897417658808967e-18,5.45857143445782e-42,2.687790506924791e-45,1.4716112265406105e-30,6.543690600281034e-39,3.061348089804615e-20,9.981526632304339e-22,1.0950089243112709e-40,1.1055311933921051e-45,6.510864086628323e-21,1.39874664556387e-23,3.0227866180545624e-21,2.9483844728432523e-34,1.3358234902502043e-34,4.781845262220329e-26,4.600058467977577e-48,1.628333975017959e-21
51.75879396984924,2.205250112101748e-26,4.591124049940863e-32,6.627334346139075e-42,3.705022157353538e-18,8.481633631846633e-41,5.201367284906115e-44,1.1473270197264418e-29,1.0786725715541983e-37,1.4266723755551391e-19,3.464209319551088e-21,1.7485955472087342e-39,3.3066219517898747e-44,4.1174350165053777e-20,6.859735204848083e-23,1.3521204291661524e-20,1.9995736930222232e-33,1.630178328243137e-33,3.6949003542820567e-25,1.2858453597465865e-46,6.101053224014015e-21
52.01005025125628,1.3878845011311068e-25,3.789521855336856e-31,9.878794290007601e-41,1.0588913583513608e-17,1.2951531258507932e-39,9.816876117138789e-43,8.720768095387955e-29,1.7267825919521963e-36,6.507794119171172e-19,1.1883790777715852e-20,2.705574016442806e-38,9.730201747976739e-43,2.537098521502101e-19,3.310801982579966e-22,5.932639094846581e-20,1.3366305562921804e-32,1.9370948450132477e-32,2.7767026688163525e-24,3.500679958189464e-45,2.25985538743549e-20
52.26130653266332,8.64392353216526e-25,3.0601803140025883e-30,1.4407202653705528e-39,3.012591476787983e-17,1.9411240701648755e-38,1.8063629715612614e-41,6.463002956684077e-28,2.682613849597365e-35,2.9041861458821434e-18,4.028718089904501e-20,4.056838681506445e-37,2.8065089625792617e-41,1.5221602810408302e-18,1.5720539420005369e-21,2.5530906923091947e-19,8.81590374625271e-32,2.238721616950113e-31,2.0286571603198662e-23,9.266340805331811e-44,8.273297096014223e-20
52.51256281407035,5.3261300477358735e-24,2.4175960068764312e-29,2.0566729168190633e-38,8.536567388874404e-17,2.851551348916083e-37,3.239315031390593e-40,4.670676993058878e-27,4.0414252848826175e-34,1.2673133332988875e-17,1.3494415530638472e-19,5.895910675746486e-36,7.904405091792185e-40,8.885176805027367e-18,7.340971525111768e-21,1.0775471583401476e-18,5.743527934491874e-31,2.513778198595165e-30,1.4403382165832298e-22,2.380940237025573e-42,2.9929572784034373e-19
52.76381909547739,3.2454200728267806e-23,1.868411819105012e-28,2.8749115158581467e-37,2.4102495996435617e-16,4.100010967949682e-36,5.659198050100803e-39,3.2919992314395654e-26,5.899908738889089e-33,5.405113134090206e-17,4.465068308767412e-19,8.306891038850831e-35,2.1655870161883571e-38,5.0420133270575235e-17,3.369982754199214e-20,4.459916083154961e-18,3.700245123030779e-30,2.7397620924010106e-29,9.933746467868988e-22,5.929342961457001e-41,1.0696512658279293e-18
