,0,1,2,3,4,5,6,7,8,9
50.0,1.0059718250323998e-79,0.0,8.839544528036861e-111,3.4816694242549155e-67,0.0,3.857814357316374e-51,1.3472606648608552e-91,1.2339782532378482e-46,1.0683282590036756e-110,2.0155273039311734e-65
50.67567567567568,1.7045019174023203e-75,0.0,2.473736952167106e-105,8.584276435260182e-64,0.0,3.9414456409905104e-48,1.0773180838144835e-86,4.841533143587376e-44,1.6139117773174918e-104,4.8757437253668893e-61
51.351351351351354,2.682753391709652e-71,0.0,5.638254051017777e-100,1.8509244190582018e-60,0.0,3.5092412197663363e-45,7.115528226474135e-82,1.7054042294559239e-41,1.9122282991004794e-98,9.279242443963394e-57
52.027027027027025,3.944288463358348e-67,1.0235737102712209e-98,1.0444153281749453e-94,3.487912330015737e-57,0.0,2.7112608771875665e-42,3.859646833746336e-77,5.379222060327766e-39,1.769716250955646e-92,1.3756721776414794e-52
52.7027027027027,5.437937868791326e-63,8.480224935025711e-92,1.5673070086688482e-89,5.733468670470494e-54,0.0,1.808581471176306e-39,1.709070598957045e-72,1.5143168022018987e-36,1.2720387061567916e-86,1.57143479804341e-48
53.37837837837838,6.998086439828452e-59,4.612709411352179e-85,1.8973072980667898e-84,8.194565947518521e-51,0.0,1.0355587615997647e-36,6.136206903876832e-68,3.7890932503414747e-34,7.048574126194332e-81,1.366735892413965e-44
54.054054054054056,8.257949566307264e-55,1.6193541158510068e-78,1.8428972757674975e-79,1.0136347679162454e-47,0.0,5.055944502497922e-34,1.7723451609283151e-63,8.385585982732599e-32,2.982982746809343e-75,8.935756975175743e-41
54.729729729729726,8.662767368173148e-51,3.607169556726186e-72,1.4270495755515512e-74,1.0788464700702169e-44,0.0,2.089356894969903e-31,4.08066837672071e-59,1.6319244929624742e-29,9.532257550229334e-70,4.332646302838182e-37
55.4054054054054,7.769295039585821e-47,5.013087996230869e-66,8.742910137570553e-70,9.813842420023403e-42,0.0,7.249076384839647e-29,7.411021019391964e-55,2.774280687996809e-27,2.268920166737371e-64,1.5359109099443618e-33
56.08108108108108,5.723940502260459e-43,4.275621319815317e-60,4.2010862289424425e-65,7.574120054744022e-39,9.026025565994049e-74,2.0930994826509167e-26,1.0490707714918659e-50,4.089124850785879e-25,3.9589496274769846e-59,3.922020587035831e-30
56.75675675675676,3.34333122196423e-39,2.2025102839478148e-54,1.567724267891091e-60,4.921607137160407e-36,4.4951295799634465e-66,4.9822740834249714e-24,1.1421497275288217e-46,5.1824139319946214e-23,4.971240319413415e-54,7.103388939922028e-27
57.432432432432435,1.503950018723584e-35,6.7463787237555216e-49,4.493685815785404e-56,2.6717127637138038e-33,1.1047463158379635e-58,9.678766468972182e-22,9.424745252559902e-43,5.596567946311934e-21,4.3990216183780524e-49,8.979744336603014e-24
58.10810810810811,5.089339080426218e-32,1.2090038430409949e-43,9.774667619731506e-52,1.2023889084515683e-30,1.2533140254308366e-51,1.518225254349859e-19,5.8017326494569135e-39,5.100129708040064e-19,2.6792987477961895e-44,7.792762427055472e-21
58.78378378378378,1.2688933358090564e-28,1.244540827622052e-38,1.592374423676147e-47,4.4527193099789205e-28,6.136279799009201e-45,1.901542293771959e-17,2.619675251016121e-35,3.8820703667926324e-17,1.094272721599007e-39,4.5634842637098625e-18
59.45945945945946,2.280961016426547e-25,7.1953675142629805e-34,1.9154533139243925e-43,1.3470424427516287e-25,1.215469367206106e-38,1.8794869417689155e-15,8.523803512087211e-32,2.442089240920313e-15,2.91257187866299e-35,1.771746991846086e-15
60.13513513513514,2.8829399551913757e-22,2.2725477520291095e-29,1.675775348643157e-39,3.3052881640553187e-23,9.171139243907626e-33,1.448283370334819e-13,1.9622082357552268e-28,1.2559996499550553e-13,4.898904460209204e-31,4.478411689326871e-13
60.81081081081081,2.4887072448183226e-19,3.7953775065503043e-25,1.0494206130535983e-35,6.5301316342806766e-21,2.494489469298906e-27,8.592354896881e-12,3.1365717967146357e-25,5.224803340588117e-12,5.039016479825058e-27,7.234509332394676e-11
61.486486486486484,1.4220567589582912e-16,3.2349933393770817e-21,4.6262568429437026e-32,1.0304832863628914e-18,2.3267999755234966e-22,3.875064206801448e-10,3.416573632431137e-22,1.7394935636793769e-10,3.0622998648330166e-23,7.329593674428989e-09
62.16216216216216,5.2128671223866596e-14,1.3573421844483738e-17,1.4110737263845719e-28,1.286929688292669e-16,7.119731649346988e-18,1.3115625964690607e-08,2.489090329748368e-19,4.588230395726057e-09,1.060960558156901e-19,4.5698580049644953e-07
62.83783783783784,1.1905266016788543e-11,2.7072615124818723e-14,2.9254376894557733e-25,1.2581129379302505e-14,6.874486618474652e-14,3.2895802707648167e-07,1.190846995350342e-16,9.496610107049186e-08,2.0206036753978056e-16,1.7205622829793232e-05
63.513513513513516,1.650157547543581e-09,2.484099636571703e-11,4.048258261874434e-22,9.505864552117535e-13,2.0264494049850135e-10,6.0395305601795086e-06,3.675695882970963e-14,1.5285487737368236e-06,2.039459599875986e-13,0.00038397534297055424
64.1891891891892,1.3568894753290558e-07,1.017435515851262e-08,3.67083166476212e-19,5.4718528377750124e-11,1.7747772594589242e-07,8.023156993167696e-05,7.196536717970485e-12,1.8970990705399963e-05,1.0523103736283908e-10,0.004988458444623972
64.86486486486487,6.492115550910729e-06,1.8097930708502746e-06,2.140649943609653e-16,2.3630367527229346e-09,4.520811213149675e-05,0.0007630864631453124,8.794978331764117e-10,0.0001800779946012736,2.680573752791798e-08,0.03708513087134561
65.54054054054055,0.00017785312587826092,0.00013640347843661433,7.876882915604402e-14,7.536926977143616e-08,0.0032978798134424185,0.005148558190040553,6.609220754128918e-08,0.0012968309049108749,3.261723304660459e-06,0.15526061723025864
66.21621621621622,0.002753835978306471,0.004262087857362799,1.793841082259774e-11,1.74849139439877e-06,0.0682252224587174,0.024458346989485322,3.0119260265118325e-06,0.007026941891262123,0.00018390672967668586,0.3608058923617457
66.89189189189189,0.023860997033469142,0.05417914347714735,2.478841922306899e-09,2.9081777129483457e-05,0.39853156444191384,0.08136847312469538,8.21920629691318e-05,0.028402938140214672,0.004675916752544595,0.45959292425828924
67.56756756756756,0.11488176939775194,0.2758173241922632,2.0369494639498768e-07,0.00034224881279503345,0.6579058892875718,0.1890174563438255,0.001327993779720534,0.08487695114459018,0.052369632930633236,0.31758048110535586
68.24324324324324,0.3060558906638418,0.5553785783421402,9.75170808324911e-06,0.0028165928081591977,0.3087240204491706,0.3065522992354716,0.012578890580993134,0.18584340630082719,0.2534566922803189,0.11811252335677057
68.91891891891892,0.4505385251058973,0.43837163767446113,0.00026647694075948033,0.016045108403093915,0.04161501792422739,0.34809894482894005,0.069264463707352,0.2956240443185313,0.5224065708938395,0.02352234309258843
69.5945945945946,0.36698947403487436,0.13491759204635193,0.0040742611667299545,0.06273218714174215,0.0016358312100353874,0.2783612021317622,0.22019750593924498,0.33911490837599984,0.4541218796549323,0.0025030929021232066
70.27027027027027,0.16611170713433884,0.01616561550405184,0.034203380568646406,0.16719037460671973,1.912048130354707e-05,0.158050773688833,0.4020255458735303,0.27893236206705485,0.16570651377278645,0.00014246361363520364
70.94594594594594,0.04207863261193808,0.0007558202431982342,0.15499080475377036,0.3022263418011292,6.806509061036316e-08,0.06433591783484725,0.4200013114514496,0.16395073708924005,0.025388063443904717,4.354737561256984e-06
71.62162162162161,0.006026011538538436,1.3875843615822786e-05,0.37355879369705075,0.36939769403421774,7.592516260442097e-11,0.0189562969351991,0.2505766933530492,0.06881205582874318,0.0016417347889969727,7.201729283665121e-08
