,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
55.778894472361806,4.5431069499749995e-23,2.1978031242142664e-35,1.4595168862910256e-37,1.05793699451867e-33,1.9749363225640968e-50,2.105130374449366e-20,4.791432818778534e-29,6.211104341937293e-40,5.066313059333931e-22,1.0845610627392892e-31,1.8251265193842913e-22,2.7184007132164157e-31,2.2581372503217276e-15,6.902589545649326e-31,7.34636750552301e-33,8.291188481121455e-25,2.35069797698538e-19,2.313061348242004e-31,3.0087017339868703e-31,3.000116028476041e-47,1.691563063068996e-28,2.8799965256022668e-18,3.619200204263349e-29,5.780418705827497e-51,8.349855486207596e-52,7.757894556204166e-24,2.950295801801915e-21,6.891565128194904e-38,7.919191763057704e-17,1.363458221771207e-18
56.030150753768844,1.8096737725763068e-22,1.4856387453695818e-34,1.570839567375389e-36,7.742516777677666e-33,4.530249450566471e-49,7.162211835272177e-20,2.136344250845997e-28,4.121753948211763e-39,1.3571630063341498e-21,7.46988798640429e-31,7.866350152194954e-22,1.5545057508835988e-30,4.362384102199647e-15,2.9482237761635923e-30,5.026111742920019e-32,3.570578066150016e-24,8.11338449226176e-19,1.4527153008273119e-30,2.4513425493264276e-30,4.295689122048636e-46,1.0063994829067924e-27,9.424351095997329e-18,1.4677520746062417e-28,1.8732084821215933e-49,1.5144074702467386e-50,3.538927039765087e-23,1.0411703636976002e-20,6.452825481219796e-37,1.7144539799161084e-16,4.008718817115196e-18
56.28140703517588,7.117566545486092e-22,9.801274140477637e-34,1.6529853472892556e-35,5.559575486645632e-32,1.0164303197131604e-47,2.4061510657705786e-19,9.426374228720465e-28,2.69393297753546e-38,3.6132486771256776e-21,5.050533457767794e-30,3.337215533219888e-21,8.774967055165355e-30,8.393696197003449e-15,1.24988951946688e-29,3.388959732456193e-31,1.518650940066981e-23,2.765565788357743e-18,9.037762844281877e-30,1.9550358241510676e-29,6.06985398973804e-45,5.869184432363816e-27,3.042851006162509e-17,5.895246425471359e-28,5.828286415465619e-48,2.68868087415787e-49,1.592808534354015e-22,3.6330681472098914e-20,5.9170302684277916e-36,3.70690279166348e-16,1.167771166245872e-17
56.53266331658291,2.763380840639345e-21,6.310774300348455e-33,1.6999191741909523e-34,3.9156296059913856e-31,2.227604815339362e-46,7.980406595736419e-19,4.115550580612466e-27,1.7341925053420238e-37,9.560201908100947e-21,3.3510510759745674e-29,1.3931614609355942e-20,4.8886385514434834e-29,1.6085145039410368e-14,5.261234231600445e-29,2.252418947398075e-30,6.377907171089118e-23,9.307458652927871e-18,5.569187814994234e-29,1.5256237338332928e-28,8.457584586087373e-44,3.354494245684705e-26,9.692496550272933e-17,2.3461397264561898e-27,1.7398481444853942e-46,4.6711714499166686e-48,7.071363025458587e-22,1.253219610637499e-19,5.312007221484804e-35,8.005745644515395e-16,3.369968757083818e-17
56.78391959798995,1.0588082655769074e-20,3.9656156775245496e-32,1.7076908065159034e-33,2.7040946904128755e-30,4.762448959419994e-45,2.612597034838738e-18,1.7777022564406488e-26,1.0995827023122395e-36,2.5137092911856495e-20,2.1812148093359717e-28,5.721333994189433e-20,2.6873784215683466e-28,3.0699005671239504e-14,2.1995306419935317e-28,1.475877784484387e-29,2.6442186384400915e-22,3.0919152651461525e-17,3.3984847676133583e-28,1.1643712787270203e-27,1.161029493901576e-42,1.8786195577420151e-25,3.0456141515113377e-16,9.255716728570057e-27,4.979466189263522e-45,7.938709635541456e-47,3.0957597754756892e-21,4.2725271890945256e-19,4.667581094197687e-34,1.7273414063400111e-15,9.63238529335306e-17
57.03517587939699,4.0026362860228763e-20,2.432067002502971e-31,1.6749568371508677e-32,1.8304550743924455e-29,9.919664196839884e-44,8.440815774960048e-18,7.595766017059031e-26,6.867413112280742e-36,6.567726083436003e-20,1.3923165512943762e-27,2.3106879823393733e-19,1.4573754855810112e-27,5.834920919303734e-14,9.134693945837209e-28,9.535284063289331e-29,1.081953540295438e-21,1.0135690370611752e-16,2.0530418480717685e-27,8.687392574151297e-27,1.568640105808662e-41,1.0307133580575196e-24,9.43971869477655e-16,3.621411408984555e-26,1.3653343788702116e-43,1.3193167426050086e-45,1.33606134887366e-20,1.4392770128174946e-18,4.01309343039449e-33,3.724233716639719e-15,2.7264768135977983e-16
57.28643216080402,1.4924766291364884e-19,1.455792146492837e-30,1.6032284533059112e-31,1.2141343920702706e-28,2.0104909458489804e-42,2.6907979294862748e-17,3.20992469178396e-25,4.2248229186457937e-35,1.705053443151759e-19,8.712525365732024e-27,9.174875586921345e-19,7.794944887117854e-27,1.1044326041312007e-13,3.7691475833268486e-27,6.075090844924061e-28,4.368175643943867e-21,3.277813119004472e-16,1.2272374719212022e-26,6.33340485579786e-26,2.08355189918175e-40,5.539285490532978e-24,2.8856952215446603e-15,1.4059406623719876e-25,3.5839614838698534e-42,2.143139749606826e-44,5.682565614639075e-20,4.789603167059584e-18,3.3751685586942546e-32,8.025789907497358e-15,7.640929286152038e-16
57.537688442211056,5.487538598638476e-19,8.50585502154557e-30,1.4967908514417886e-30,7.888527779943206e-28,3.9603495891755265e-41,8.462207378132095e-17,1.341385296597729e-24,2.5602987349837127e-34,4.397973865151867e-19,5.34265376747847e-26,3.580453455015696e-18,4.1109729896440306e-26,2.0816980485680096e-13,1.545271515435697e-26,3.817230185941448e-27,1.7396223126461426e-20,1.0454228013879513e-15,7.254730329627814e-26,4.5094571771465045e-25,2.7175775340957608e-39,2.9155538563870075e-23,8.699859540487477e-15,5.41857271479503e-25,8.999935423064038e-41,3.401503372595577e-43,2.3811055923556184e-19,1.5741271620895087e-17,2.7759660148219572e-31,1.7292124562976944e-14,2.11972564895147e-15
57.78894472361809,1.9889693944214686e-18,4.8515665374567295e-29,1.3622913692779028e-29,5.018748075019054e-27,7.573609194565185e-40,2.624912951259785e-16,5.5420162292562064e-24,1.5284749393402571e-33,1.1270036879873116e-18,3.2093238922129123e-25,1.3728291412790581e-17,2.137228238774505e-25,3.9070558438062354e-13,6.294582098922631e-26,2.365612482119368e-26,6.832056533098227e-20,3.287340113751454e-15,4.238066304623779e-25,3.134248578848537e-24,3.476500788033478e-38,1.502727350369076e-22,2.5864696482937383e-14,2.074106932511959e-24,2.160489712726101e-39,5.272497689576995e-42,9.8260619533025e-19,5.1079980044283526e-17,2.2320726969961376e-30,3.72594504880521e-14,5.819842315579108e-15
58.040201005025125,7.104391138272024e-18,2.7018283502893484e-28,1.208048521061029e-28,3.1254451416035145e-26,1.4045742617535038e-38,8.029700935278496e-16,2.2633568898667076e-23,8.989449682721657e-33,2.868930623831192e-18,1.8877598816009777e-24,5.170051901804879e-17,1.0949900815360436e-24,7.301503925418788e-13,2.547277880548157e-25,1.445907409349072e-25,2.64522633792426e-19,1.0188411389248541e-14,2.444640482795759e-24,2.125403585135053e-23,4.356846251279298e-37,7.583635510172489e-22,7.582240228595979e-14,7.888427889331528e-24,4.954375745090414e-38,7.977783615632076e-41,3.992001890225471e-18,1.636114820349521e-16,1.754085083785233e-29,8.030838051458849e-14,1.5810520793447004e-14
58.29145728643216,2.49998741087485e-17,1.4693594309272803e-27,1.043181631701951e-27,1.9045424992111945e-25,2.5235622027218895e-37,2.4219417830807315e-15,9.13524018248832e-23,5.208830069626678e-32,7.254346658796416e-18,1.0868923711681315e-23,1.9117473732710895e-16,5.5270606776745926e-24,1.3585687234355624e-12,1.0238562827529751e-24,8.715967980129089e-25,1.0093867053764793e-18,3.1112736998255045e-14,1.3911479527890727e-23,1.4054606335227634e-22,5.342768860815861e-36,3.746842664883408e-21,2.1915005721573628e-13,2.982119846378558e-23,1.084525496470704e-36,1.1777492962389341e-39,1.596060463857247e-17,5.171382752178064e-16,1.3468322632375903e-28,1.731854095843563e-13,4.248994744586225e-14
58.54271356783919,8.6640568326319e-17,7.80535433016261e-27,8.766901200296815e-27,1.1352090215113023e-24,4.388172209983748e-36,7.201729690635287e-15,3.6431282465804415e-22,2.9737831892630144e-31,1.821877465219748e-17,6.12293774143869e-23,6.938707379395495e-16,2.7476928604119643e-23,2.516700380460771e-12,4.0862204184018654e-24,5.1810338878585024e-24,3.794891458254496e-18,9.358307194438169e-14,7.802350456422804e-23,9.057947527260506e-22,6.40372039902942e-35,1.8121877743629836e-20,6.244448360795183e-13,1.1208990908208744e-22,2.264636679818717e-35,1.6955149274297733e-38,6.277481946448125e-17,1.6125137583002717e-15,1.010111310620822e-27,3.737214654096643e-13,1.1293520642663943e-13
58.79396984924623,2.956202740027704e-16,4.0510576480306053e-26,7.166160513167183e-26,6.6162307777894545e-24,7.378044941142517e-35,2.110814366893376e-14,1.4352168146844564e-21,1.6729215469629906e-30,4.544008641027508e-17,3.3735790822746264e-22,2.4711131756474764e-15,1.34490150400336e-22,4.641242696687814e-12,1.618660986443831e-23,3.036387982824371e-23,1.4052292550429932e-17,2.7716476354528753e-13,4.308595654587086e-22,5.68634883900365e-21,7.493647148842234e-34,8.579380598178511e-20,1.7538946769201402e-12,4.189934741266787e-22,4.507787465660025e-34,2.3789809753456846e-37,2.4278537540435663e-16,4.958775986873701e-15,7.397587974226814e-27,8.070352037510934e-13,2.968043061534245e-13
59.04522613065326,9.92728341338122e-16,2.0548933581157867e-25,5.694025569872537e-25,3.769102406000996e-23,1.198357348338826e-33,6.097293527488019e-14,5.5839976485422876e-21,9.274282543564129e-30,1.1254137576868022e-16,1.8171949209320177e-21,8.632262414395858e-15,6.479071591650509e-22,8.520406743094309e-12,6.361236028250114e-23,1.7539442771729292e-22,5.123367470153864e-17,8.080008055930257e-13,2.3402303099341032e-21,3.475225119325621e-20,8.552410902146018e-33,3.9755280253292377e-19,4.8552384401868585e-12,1.5577345666206588e-21,8.547467542645706e-33,3.251414590334019e-36,9.22947772939795e-16,1.5034431161105e-14,5.288694461451372e-26,1.7438899114364038e-12,7.710807195259299e-13
59.2964824120603,3.2799024447070505e-15,1.0190725605252586e-24,4.395194283992866e-24,2.09797582195078e-22,1.8785689674949944e-32,1.735537570958225e-13,2.1451059584163587e-20,5.067241888997653e-29,2.767513455520841e-16,9.565581776289216e-21,2.9568215550161466e-14,3.071000784752682e-21,1.5569627255068062e-11,2.4788668844132896e-22,9.982276298409133e-22,1.8385454245877715e-16,2.317754320513547e-12,1.2489523408040493e-20,2.066454913754283e-19,9.509857777889695e-32,1.803001659738745e-18,1.324482852738289e-11,5.759952216130517e-21,1.5428682995388422e-31,4.325997627949095e-35,3.447142372668983e-15,4.492674718833999e-14,3.6899142145189357e-25,3.770070932062064e-12,1.97973034917798e-12
59.54773869346734,1.0657964177707196e-14,4.942881973516763e-24,3.2937562807170306e-23,1.1406209112576976e-21,2.8397382056246557e-31,4.867196028465933e-13,8.134189209716587e-20,2.7290070573863334e-28,6.756479239904477e-16,4.9185643992134095e-20,9.927580843965202e-14,1.4316271167198256e-20,2.8317479102524773e-11,9.572949039747448e-22,5.594909588589956e-21,6.491566712372259e-16,6.53960048547205e-12,6.542635018800557e-20,1.194827355954538e-18,1.0292488554894112e-30,8.002765000191546e-18,3.559841903283728e-11,2.1179760904562524e-20,2.6494231973865602e-30,5.599669967597423e-34,1.264364006684217e-14,1.3227858372831158e-13,2.5116838510127847e-24,8.15172930270935e-12,5.021960448023768e-12
