,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50.0,,,,,1.9780677251624057,,,0.0,1.9799999999999995,,0.0,0.0,,,,3.1447543410072863e-07,0.0,0.0,7.282105488751971e-130,0.0
50.505050505050505,,,,,0.0019320347934820286,,,0.0,1.374820453815253e-76,,0.0,0.0,,,,2.0856770937609014e-30,0.0,0.0,3.996350664769927e-118,0.0
51.01010101010101,,,,,2.3589614664289312e-07,,,0.0,9.107229654881328e-159,,0.0,0.0,,,,4.125429200238529e-61,0.0,0.0,1.339440845525197e-110,0.0
51.515151515151516,,,,,3.68625269255724e-09,,,0.0,4.604135496581007e-246,,0.0,0.0,,,,5.100555607597405e-93,0.0,0.0,1.7139424098695115e-108,0.0
52.02020202020202,,,,,4.6080504914853224e-10,,,0.0,0.0,,0.0,0.0,,,,1.5044443836423093e-131,0.0,0.0,1.0714075320265663e-109,0.0
52.525252525252526,,,,,9.001473376663357e-13,,,0.0,0.0,,0.0,0.0,,,,2.709460268496872e-174,0.0,0.0,3.271891033918832e-114,0.0
53.03030303030303,,,,,7.033236433449464e-15,,,0.0,0.0,,0.0,0.0,,,,2.9794449835817363e-221,0.0,0.0,3.051311233350691e-123,0.0
53.535353535353536,,,,,3.4348384466650126e-18,,,0.0,0.0,,0.0,0.0,,,,6.252348167018871e-274,0.0,0.0,3.475661394799667e-136,0.0
54.04040404040404,,,,,8.587387466387426e-19,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,9.67076276469424e-153,0.0
54.54545454545455,,,,,2.096956924984568e-22,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,1.0514699423065774e-171,0.0
55.05050505050505,,,,,8.192349399219862e-25,,,0.0,0.0,,0.0,2.526562825e-315,,,,0.0,0.0,0.0,2.792557002126401e-194,0.0
55.55555555555556,,,,,4.000916791671553e-28,,,0.0,0.0,,0.0,1.0594710670963257e-249,,,,0.0,0.0,0.0,3.62313638113427e-220,0.0
56.06060606060606,,,,,2.500742582654659e-29,,,0.0,0.0,,0.0,6.3194562761691886e-198,,,,0.0,0.0,0.0,2.2963727057910957e-249,0.0
56.56565656565657,,,,,7.6336014927045555e-34,,,0.0,0.0,,0.0,3.858983212681745e-143,,,,0.0,0.0,0.0,5.556435811375804e-284,0.0
57.07070707070707,,,,,2.91287629224727e-39,,,0.0,0.0,,0.0,8.380338655944354e-103,,,,0.0,0.0,0.0,8.4e-323,0.0
57.57575757575758,,,,,2.8450877518355345e-42,,,0.0,0.0,,0.0,3.472578331706791e-68,,,,0.0,0.0,0.0,0.0,0.0
