,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
50.0,8.781989207427257e-44,4.299135121095568e-61,5.260182104920618e-47,2.367507996835631e-56,4.1387302303528937e-51,2.4156977870843245e-89,2.549489570841686e-51,2.814861452806238e-31,9.055786919194681e-32,7.706277765406016e-55,1.559993783586482e-69,2.2814839804859994e-54,2.7483980845581523e-52,7.462126005541528e-80,9.288430971706081e-48,4.677041790919947e-69,3.2050181482780326e-56,1.6639216022855426e-100,1.059131360343569e-49,2.9380618704359794e-64,1.2996115539432158e-83,9.529639553242358e-46,6.068675654779628e-62,1.1691145351481306e-34,9.947655829136598e-40,1.1180046456363993e-72,3.4600045846844346e-51,5.326955777075935e-75,1.3735367211018595e-31,4.4216956265768055e-81,2.4330610768435e-68,1.2861962733956635e-73,2.3562442949442522e-71,1.9569078751167363e-89,4.583125479850882e-44,3.887948197801282e-49,1.039858968081599e-74,5.469866546242602e-63,3.4313354225556e-40,2.9046394596883973e-60,3.293894462532976e-90,4.769281607289507e-45,1.81847491715796e-57,2.1689029936262054e-81,2.2574573163956194e-62,1.5698958672775555e-75,1.2707577763194795e-97,1.8689004954897029e-56,6.97090104058199e-78,1.5234401006931724e-68
50.25125628140704,6.19858885825674e-43,3.963131853777974e-60,4.540675485238259e-46,2.561256588291922e-55,4.1669710049337255e-50,7.850243426431196e-88,2.5685136844371966e-50,1.0198741074843394e-30,4.5133781019977005e-31,6.922462883104766e-54,3.048734863053201e-68,2.437953824435168e-53,3.44740143528155e-51,3.849392674673687e-78,8.612233773310781e-47,9.406124964720452e-68,2.737782815338057e-55,1.839039944466324e-98,9.227123894987613e-49,3.8374854278942077e-63,9.157602524009523e-82,6.748230587017489e-45,6.0275282958748396e-61,3.728560130806331e-34,6.365739905383283e-39,2.7290834172885416e-71,3.4723222008529587e-50,1.1789910602177032e-73,5.201846643951335e-31,1.4115833651736538e-79,3.881929234061248e-67,6.177477231590323e-72,6.557193350056995e-70,1.0299423828840184e-87,3.308149022502252e-43,4.542429624035424e-48,3.342509016713122e-73,6.973613989683925e-62,1.8277828558261985e-39,4.063572013036203e-59,1.7203260827951075e-88,3.0818037890589606e-44,2.8410878464372154e-56,7.313088765134285e-80,2.470543263606787e-61,3.9252315042422924e-74,1.1703926139993633e-95,3.4568599645846926e-55,2.6792892029990018e-76,2.1242464828697063e-67
50.50251256281407,4.3157395806949754e-42,3.631911011657932e-59,3.902514641436541e-45,2.75678680017832e-54,4.136370939338297e-49,2.4843253703913596e-86,2.5514412573732775e-49,3.667072373129335e-30,2.2184607348081606e-30,6.127863517162256e-53,5.844074713147583e-67,2.5711241146962257e-52,4.247462530147271e-50,1.933199529076822e-76,7.868109486768403e-46,1.8660725847072832e-66,2.3105992929177165e-54,1.9760832712918645e-96,7.92750254261802e-48,5.06422490348023e-62,6.262820123432858e-80,4.711420739932885e-44,6.01517549688402e-60,1.1834894011199114e-33,4.0257453654127144e-38,6.53076900033212e-70,3.436194598471488e-49,2.5765377477367456e-72,1.9533451320239828e-30,4.415614239295146e-78,6.096180684298887e-66,2.887887227461844e-70,1.784613761788591e-68,5.28610677610147e-86,2.3575303694776555e-42,5.211016994159916e-47,1.052650164728112e-71,8.785314035798038e-61,9.64043482806644e-39,5.5940157327740575e-58,8.762412876637314e-87,1.9694320210465604e-43,4.369500666458846e-55,2.4053362089539156e-78,2.668260787348758e-60,9.61161927148187e-73,1.0479837618648725e-93,6.226532972945623e-54,1.0067511494774697e-74,2.924111442015815e-66
50.753768844221106,2.9636229964943297e-41,3.3056646975365216e-58,3.3371196282296136e-44,2.953268445131796e-53,4.048089768751779e-48,7.658871641554655e-85,2.4988799718768173e-48,1.3084942319117525e-29,1.0751866149374801e-29,5.345643336462695e-52,1.0995295675463813e-65,2.675340370548108e-51,5.139520402843463e-49,9.449808570872487e-75,7.082302086023856e-45,3.655934886022211e-65,1.9271957569917578e-53,2.063928137657394e-94,6.716730705522612e-47,6.740966807124249e-61,4.1587110322282503e-78,3.242687598615668e-43,6.035708863672071e-59,3.73803747056021e-33,2.5158629703104986e-37,1.5317799867424413e-68,3.3526900705717564e-48,5.564810522446287e-71,7.273078311647018e-30,1.3533078345366206e-76,9.422269772145524e-65,1.313999462894686e-68,4.752886408665077e-67,2.645336453067744e-84,1.6586855675324904e-41,5.868688153574686e-46,3.244415002785684e-70,1.0939291621913315e-59,5.03461522261528e-38,7.574640734483521e-57,4.3542050855251234e-85,1.2446664503553536e-42,6.612710488442496e-54,7.722119519168974e-77,2.8440325139747117e-59,2.3054450866791625e-71,9.130144830862153e-92,1.0919230512749383e-52,3.6978187446665714e-73,3.974938764729944e-65
51.00502512562814,2.0069737256357118e-40,2.985737702370934e-57,2.8375632876099544e-43,3.1497491299683932e-52,3.905657868111188e-47,2.3009817112150444e-83,2.412889279321984e-47,4.633374239038761e-29,5.136953599609783e-29,4.595624629345863e-51,2.031913624233436e-64,2.74587025739661e-50,6.106534044011725e-48,4.494980471511351e-73,6.2804599891403e-44,7.0805084529611e-64,1.5889863906929635e-52,2.0950923735562725e-92,5.612117939412665e-46,9.03867160630999e-60,2.6822648819364014e-76,2.1998307462593655e-42,6.092669717471636e-58,1.1746501301194725e-32,1.5536050957641447e-36,3.520687608275105e-67,3.224869510288806e-47,1.188873282278706e-69,2.685275300383843e-29,4.063308459193837e-75,1.4332232744248308e-63,5.8184920215140225e-67,1.2391645355916463e-65,1.2905801205308499e-82,1.152095978579486e-40,6.487172509273566e-45,9.776619968897273e-69,1.346652014804653e-58,2.603269827483317e-37,1.0084356853702342e-55,2.111488107617035e-83,7.779111956838242e-42,9.843344912479023e-53,2.4211391763043456e-75,2.9916976858013254e-58,5.4181090683961934e-70,7.745406027997303e-90,1.8639299665324244e-51,1.3274994592898413e-71,5.3372036817541377e-64
51.256281407035175,1.3401687554974395e-39,2.674273875320344e-56,2.397993526113509e-42,3.344918512984218e-51,3.7147445507843486e-46,6.739534911128002e-82,2.296848933402655e-46,1.6281248579385412e-28,2.4189375843785687e-28,3.893627699182999e-50,3.6909272230086035e-63,2.7792387486492645e-49,7.123013496299464e-47,2.0800657191133037e-71,5.486303316595721e-43,1.3568307598930864e-62,1.295455671945525e-51,2.0667606348688653e-90,4.6241964711174466e-45,1.219640116424927e-58,1.6807908441082366e-74,1.4707571902866414e-41,6.189128080256516e-57,3.671976359654526e-32,9.479218425941404e-36,7.928192258255333e-66,3.0575905031587566e-46,2.514462850232021e-68,9.831129499446622e-29,1.1950849651794043e-73,2.1453883099437796e-62,2.5069929473136525e-65,3.163254600182855e-64,6.137337003036202e-81,7.8997265799218e-40,7.036736232185304e-44,2.8777016347296495e-67,1.63925639200046e-57,1.3327204964968719e-36,1.3195090522462713e-54,9.994097781035032e-82,4.807929867225978e-41,1.440543959662586e-51,7.417174038310989e-74,3.1058643666209765e-57,1.2479348271506208e-68,6.40307569853325e-88,3.0964760533541387e-50,4.657221304072714e-70,7.079774769356834e-63
51.50753768844221,8.823207402268159e-39,2.373876249068673e-55,2.013214484131572e-41,3.536868360808794e-50,3.482787931858412e-45,1.925336787746958e-80,2.1552421300641624e-45,5.677170658446265e-28,1.1224018682557022e-27,3.251178066778923e-49,6.595222333314523e-62,2.773488144162416e-48,8.155318087513867e-46,9.361510733039855e-70,4.7205500453201787e-42,2.574667460020024e-61,1.0445832332768766e-50,1.981159857618073e-88,3.7573092181545846e-44,1.6549539543863454e-57,1.0234348795859623e-72,9.689331275470443e-41,6.327794812094084e-56,1.1417433435128196e-31,5.714040993551543e-35,1.7488530894731583e-64,2.857191199727727e-45,5.268404096449585e-67,3.569223030389306e-28,3.4427969112530584e-72,3.1601216712489036e-61,1.0508043797438463e-63,7.905855688460038e-63,2.8444084867724945e-79,5.347034250889609e-39,7.488382871119722e-43,8.267350526514163e-66,1.9735118603308677e-56,6.754722698006021e-36,1.696256230923568e-53,4.617542183334239e-80,2.938462201496742e-40,2.0717222063451364e-50,2.2212132163920964e-72,3.1822307777342924e-56,2.8177593756138186e-67,5.162116968464385e-86,5.0051064269695005e-49,1.5964491949879112e-68,9.279253476869796e-62
51.75879396984924,5.726571010923078e-38,2.0872949559757484e-54,1.6784151600478905e-40,3.722903220317276e-49,3.218519655895257e-44,5.3672310717812666e-79,1.9933723032443916e-44,1.9643407100072263e-27,5.1307914201650514e-27,2.675551651358383e-48,1.1601616769414524e-60,2.7283371274149863e-47,9.162861563148162e-45,4.09636547102115e-68,4.000159747495298e-41,4.840773317833262e-60,8.332681182511863e-50,1.8452257715084705e-86,3.0104826650341476e-43,2.2569911924695186e-56,6.055462494252094e-71,6.2889521702262345e-40,6.511126908660493e-55,3.530805095016895e-31,3.4025856404985715e-34,3.7781641389427327e-63,2.631082699392502e-44,1.0941075376636258e-65,1.2850190329660613e-27,9.713460620043532e-71,4.5801294331269017e-60,4.283374223477134e-62,1.9339829490736007e-61,1.2845194275339392e-77,3.572463724188493e-38,7.81626665628777e-42,2.3166804869582524e-64,2.3500985738626024e-55,3.3892500445483976e-35,2.1415595655616593e-52,2.082497362688573e-78,1.7758057859039995e-39,2.9265646485817137e-49,6.505228752619974e-71,3.217849489670756e-55,6.238683873925209e-66,4.0611499236052593e-84,7.869937024132284e-48,5.3461796985658524e-67,1.2018820178523325e-60
52.01005025125628,3.6636809463008117e-37,1.817156765682237e-53,1.3890191742340978e-39,3.8994529870451256e-48,2.93142631302533e-43,1.4607710286048663e-77,1.8170381101533033e-43,6.744138796119862e-27,2.3101517555502597e-26,2.1700999630922403e-47,2.0105930971925543e-59,2.6452221455846718e-46,1.0100265432328481e-43,1.742161787285876e-66,3.3379182825211676e-40,9.021571416190602e-59,6.577208964496702e-49,1.6696408270793977e-84,2.3784696552623682e-42,3.092268516620294e-55,3.481080110706377e-69,4.0208890675254715e-39,6.741389634893209e-54,1.0858811677820648e-30,2.0013394980327445e-33,7.992274754060777e-62,2.387286381628161e-43,2.2527525399166746e-64,4.587950143187948e-27,2.683738526164969e-69,6.531236052482796e-59,1.6974030670599973e-60,4.628466209310139e-60,5.651179435488752e-76,2.3558674604406328e-37,8.00005650661478e-41,6.328697735227333e-63,2.76823708820847e-54,1.6834634254219665e-34,2.6544928524824705e-51,9.166793136421683e-77,1.0611095748507601e-38,4.0589152823899484e-48,1.863953795051268e-69,3.2113122371211045e-54,1.3547359977106348e-64,3.1195728841639494e-82,1.203495164719581e-46,1.7486732341917957e-65,1.5386624466865792e-59
52.26130653266332,2.3102064613199954e-36,1.565747431273291e-52,1.1406228515465055e-38,4.062123024792792e-47,2.6311932368860146e-42,3.8836280291807806e-76,1.632193952772217e-42,2.2974315848715586e-26,1.0242959280186257e-25,1.7347803764376167e-46,3.43515775463881e-58,2.5272156381129096e-45,1.0920374536914115e-42,7.198752770192917e-65,2.7423530221563523e-39,1.6668669780283903e-57,5.1380263788772655e-48,1.467435761353256e-82,1.852853473149266e-41,4.254678513764523e-54,1.9436940638909094e-67,2.531920686943682e-38,7.02064507220488e-53,3.320984814422002e-30,1.1625845347558856e-32,1.6551329415275212e-60,2.133956225101696e-42,4.5988908691822534e-63,1.624448000135626e-26,7.2603921756495435e-68,9.162650985542587e-58,6.536249431566797e-59,1.082978082451061e-58,2.421548461694198e-74,1.5333242768577616e-36,8.02696257695389e-40,1.684711625246079e-61,3.2252574968498934e-53,8.277156175961712e-34,3.229292052121575e-50,3.937546527642665e-75,6.268835360132809e-38,5.524545783751102e-47,5.227327988986054e-68,3.1628395230851177e-53,2.8857987799827804e-63,2.3407144257719597e-80,1.7895061261491677e-45,5.585450036017706e-64,1.9473797634171664e-58
