,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
50.0,1.0926939523347211e-46,5.313314249378144e-39,2.605343552882522e-40,7.559895636954069e-50,2.628228247753405e-40,5.371500017333436e-51,1.412463646498429e-37,1.0708507238556783e-48,1.214408596649746e-44,1.4083224026500021e-42,1.176542216752341e-50,3.3730630794218337e-35,1.6760970344134723e-53,1.9294437791164625e-59,6.874733882241905e-47,3.1293302794051887e-48,6.469469756578386e-51,3.085850394789097e-34,1.1441432632575085e-38,1.93911709733731e-34,1.8871997068435185e-49,8.275663158581036e-40,8.009264742185612e-56,6.360201726059095e-35,1.0331657458288725e-43,3.835807114496351e-24,3.168528732549972e-42,2.4107801992115442e-48,1.75104030504209e-58,2.0347432577333764e-43,9.439687801773046e-31,9.750033390944755e-48,9.893611126446913e-43,1.0363460057505257e-51,8.704485696534363e-50,5.752818357666875e-52,3.0607161558075313e-43,1.9384003596801622e-49,1.3617534349569813e-47,2.39382268620524e-43,1.2552074720454505e-42,1.7098442559086454e-35,8.967237698853484e-52,9.77270079916629e-53,5.481385699428076e-38,6.3056948567503405e-58,7.069928704204696e-38,1.2688393154725572e-39,5.880474215115754e-57,2.151130416036718e-42,3.992991528776903e-57,1.8978034618167848e-42,2.4266964323074414e-58,1.1035341842484475e-55,1.4134599497617924e-57,2.1081517903361282e-41,2.3480769498448998e-40,8.530009346699744e-35,1.606173726686617e-35,2.249266366925871e-61,9.982959391814788e-38,2.0307135171195023e-40,5.771194440062783e-26,1.9237022407208423e-50,1.0529191728869426e-53,7.959865901745728e-49,1.481574199907023e-38,1.9624037236329458e-39,5.30337856237545e-57,2.6296932197492888e-37,1.0094401476940087e-41,1.3604380537694924e-42,1.643758253741387e-36,7.160948990153038e-40,1.2711628005393006e-61,1.7995388116417185e-63,1.0784638871874109e-54,6.723941610416522e-36,2.730976802261597e-44,5.850462610179418e-49,9.778394404502321e-50,8.109528603747348e-35,1.1017248463887707e-40,2.3243036082710224e-38,5.542753948532162e-52,2.4856750725951896e-44,2.7876809851411627e-36,9.997456618426819e-48,4.2774679028087113e-44,1.7305117386588278e-46,6.4240020902755325e-47,1.101365919070428e-42,4.018219440237503e-41,6.340504404437242e-43,1.4067406919291451e-40,9.487624244297574e-45,1.361834940998717e-35,5.0412809711402575e-53,1.9701731834269383e-36,1.1548644889561923e-47
50.25125628140704,4.125950329623678e-46,1.84439649445595e-38,9.859441929183854e-40,2.669242901053964e-49,6.978280363826999e-40,1.805551267476961e-50,4.3967400306782605e-37,4.510218128258649e-48,3.776068656190224e-44,6.358176913618211e-42,4.804677185680079e-50,1.1822150163181354e-34,6.732942600739987e-53,8.62790634780679e-59,2.472053105551186e-46,1.3411741257638578e-47,2.9766583096956057e-50,8.891132161707174e-34,4.40206103642889e-38,5.441971007143537e-34,6.872832745793284e-49,2.2400287976775433e-39,4.157406650336366e-55,2.2914698903965646e-34,2.840257743870623e-43,8.273088600013255e-24,9.391605038315466e-42,9.489404654427515e-48,9.871625997510493e-58,6.108092544924064e-43,2.305351747428228e-30,3.1766210896038043e-47,3.378444146372814e-42,4.743411051315847e-51,4.376418715078799e-49,2.1834072443012414e-51,1.0173071688406751e-42,6.26189822339519e-49,4.336165784283063e-47,7.557414890148917e-43,4.9847012349751754e-42,4.898108674020309e-35,3.5691391828000326e-51,4.109174168287195e-52,1.95975530815182e-37,3.493046168669798e-57,2.4329310909008827e-37,4.4995601347414414e-39,2.8783676996331543e-56,9.022723970170094e-42,2.0242800823481085e-56,6.195983016459678e-42,1.103337122326636e-57,5.629314403888213e-55,6.514121016364134e-57,6.793942649787192e-41,9.381672671592313e-40,2.6243217541556455e-34,4.677542483744885e-35,1.0070969083082671e-60,2.8705193890269994e-37,5.81380767173067e-40,1.2783784897548983e-25,8.26957950472116e-50,5.100564960762411e-53,3.1701000584456824e-48,4.0166269419167366e-38,6.131115735112675e-39,2.0387919501286105e-56,7.2990713761574e-37,3.342594435032095e-41,4.172649474649373e-42,5.448824419864656e-36,2.2773687183130473e-39,6.283564261645138e-61,8.002341315665175e-63,4.7848033869170016e-54,1.95201654875166e-35,8.920850792579275e-44,2.93590931884175e-48,3.760783258963023e-49,2.2567408702817662e-34,3.183941772953768e-40,6.996933624990864e-38,2.3836024452883907e-51,1.0059752487266683e-43,7.726270381246794e-36,3.247029490092237e-47,1.7243708420984605e-43,5.254093237652621e-46,2.4848959048512066e-46,3.962089700499636e-42,1.4186241923544177e-40,2.1185737679116915e-42,4.704924127338845e-40,3.5308068130371385e-44,3.7936345802570846e-35,2.1097646002354907e-52,5.364319458112817e-36,4.1222703314136703e-47
50.50251256281407,1.5429671008628146e-45,6.325191215348913e-38,3.682784402685333e-39,9.330182099322185e-49,1.8400194032078855e-39,6.023990417026265e-50,1.3540387991266102e-36,1.8783729937255553e-47,1.1636137846720992e-43,2.8334363275376566e-41,1.9407895139315165e-49,4.088097858929117e-34,2.6756157792616302e-52,3.805916196261582e-58,8.79761033982771e-46,5.681846177540586e-47,1.3519278160813674e-49,2.5393834551039474e-33,1.6700083771110506e-37,1.5155347065503733e-33,2.4823961469643368e-48,6.013737852874988e-39,2.1336200571109504e-54,8.166032573117555e-34,7.764600580036611e-43,1.7717944145333892e-23,2.766709581150171e-41,3.695844902944593e-47,5.485986551875335e-57,1.814919047598699e-42,5.5895262429495775e-30,1.024886854583204e-46,1.141487447009006e-41,2.143666111843418e-50,2.1634007068163495e-48,8.192057055593201e-51,3.349863890868637e-42,2.0087560226356246e-48,1.3689849472839181e-46,2.3618276891382976e-42,1.956100645908053e-41,1.3933243086734244e-34,1.4065601454825774e-50,1.7075869712713533e-51,6.921158841447019e-37,1.9106933425751585e-56,8.276961556584714e-37,1.57449067821197e-38,1.39119792403526e-55,3.733124443743079e-41,1.0128670471648097e-55,2.0031134041193665e-41,4.9565620799063737e-57,2.8347695947027946e-54,2.964403069567017e-56,2.164133046655174e-40,3.699038884783646e-39,8.00530781248024e-34,1.3517706825818236e-34,4.4471947135197673e-60,8.16455433884015e-37,1.6492153946982376e-39,2.812210241343667e-25,3.516203786748902e-49,2.434300828006886e-52,1.2489600637031029e-47,1.0798904114513547e-37,1.8955844177205873e-38,7.748014812395647e-56,2.011648748824282e-36,1.0939656165225868e-40,1.267671701489458e-41,1.7848813134283866e-35,7.17324641934617e-39,3.066509189913725e-60,3.51661567336926e-62,2.1014899685635293e-53,5.60949892249416e-35,2.8854400862756215e-43,1.4528802020527763e-47,1.4344855169185062e-48,6.222562782008229e-34,9.10684995608296e-40,2.085487070708332e-37,1.0123343172876592e-50,4.020926002072114e-43,2.1218291669884118e-35,1.045186673905992e-46,6.8667619681238296e-43,1.5811246591925747e-45,9.478770501346285e-46,1.410361770251033e-41,4.9437145760349726e-40,7.018242620422488e-42,1.5539787304743407e-39,1.298345905735843e-43,1.0475934834731185e-34,8.72493877658232e-52,1.4470814498457247e-35,1.450157455789026e-46
50.753768844221106,5.714915847062503e-45,2.142978781730193e-37,1.357904931346021e-38,3.2287460802515956e-48,4.81871480913727e-39,1.9949983089660726e-49,4.125859753048615e-36,7.735689598845057e-47,3.5536479512209428e-43,1.2463652765280107e-40,7.75462216594566e-49,1.3948493508178147e-33,1.0518408631712934e-51,1.6563523965333633e-57,3.0988197124513e-45,2.379512949158894e-46,6.0608267027869295e-49,7.189498807191097e-33,6.247420524904087e-37,4.188375232028674e-33,8.892695990662678e-48,1.601332657500769e-38,1.0826057239249846e-53,2.878462807036187e-33,2.1106803312143745e-42,3.767915881688328e-23,8.100758828318398e-41,1.4242099033096677e-46,3.0056920904528998e-56,5.3383663105817565e-42,1.3454652006518633e-29,3.2745853151327655e-46,3.816468257912509e-41,9.565611805538342e-50,1.0515712830710022e-47,3.038848104749839e-50,1.0927752955039309e-41,6.398614053502222e-48,4.285741471276616e-46,7.307413326195511e-42,7.58576319815896e-41,3.93556983880879e-34,5.489124602762727e-50,7.013800140430941e-51,2.41466880868127e-36,1.0322169901646135e-55,2.7838972017354698e-36,5.436747901670854e-38,6.640566843295295e-55,1.5236636664021399e-40,5.001916015043163e-55,6.412918356450216e-41,2.200202042715768e-56,1.409224365819806e-53,1.3320849374524792e-55,6.8140347921918614e-40,1.4392729792137723e-38,2.4211557342880787e-33,3.8765205603191974e-34,1.9368957517228622e-59,2.2971420332300343e-36,4.636030575605747e-39,6.14375125530649e-25,1.4787440254025468e-48,1.1447159343797261e-51,4.867677608326422e-47,2.8795603527065545e-37,5.799723477323839e-38,2.9108786000187216e-55,5.504922616928817e-36,3.5388044678629195e-40,3.8148642447525257e-41,5.778298538333347e-35,2.2377729830539206e-38,1.4776388485467605e-59,1.5273470499847592e-61,9.136844183821481e-53,1.5957436055586155e-34,9.241264064977152e-43,7.090910610745441e-47,5.426836708106635e-48,1.6999800178110982e-33,2.5782968754238426e-39,6.154385721191071e-37,4.246249754861239e-50,1.5873275949810823e-42,5.774238255757206e-35,3.334449883143845e-46,2.7011600268524543e-42,4.716302398479944e-45,3.5659161914564706e-45,4.968157425066701e-41,1.7007219651464838e-39,2.305006189635804e-41,5.0689931701573574e-39,4.717602485433053e-43,2.8678306215068605e-34,3.5657763707814256e-51,3.8678083250216514e-35,5.028028935493638e-46
51.00502512562814,2.0965072385332007e-44,7.172695769105802e-37,4.942696001704953e-38,1.1061970064063676e-47,1.2534828271821742e-38,6.558516359144506e-49,1.2439953129402397e-35,3.150397849870333e-46,1.0755699618410129e-42,5.411622559838559e-40,3.064930927710998e-48,4.6961599366945396e-33,4.090518803648695e-51,7.112863919538477e-57,1.0803595010668648e-44,9.851549262033953e-46,2.681986029630417e-48,2.017797105304296e-32,2.304812022637566e-36,1.1487014539752044e-32,3.1596008422414273e-47,4.2293237152479364e-38,5.4309638421602745e-53,1.0035993173310191e-32,5.704749567369351e-42,7.956798917293978e-23,2.3573173190722224e-40,5.4301620133196425e-46,1.6237002444032859e-55,1.5545449360681412e-41,3.2153722722059034e-29,1.0361556096114814e-45,1.262790823944974e-40,4.214704818114096e-49,5.026472770765034e-47,1.1146438923776238e-49,3.5314005480080567e-41,2.023777331619687e-47,1.3305620053228663e-45,2.238527422737e-41,2.9073036177379226e-40,1.1037585780056137e-33,2.1215540547334604e-49,2.847861405372322e-50,8.322904605328013e-36,5.508297305591181e-55,9.25742681382483e-36,1.8526371168124187e-37,3.1308060773552633e-54,6.1348820156193e-40,2.437904794895774e-54,2.0331926132646514e-40,9.651263799564952e-56,6.915917123514428e-53,5.910780499617733e-55,2.1207985885450062e-39,5.526484439603711e-38,7.26002438546509e-33,1.1031275212951791e-33,8.320556265489937e-59,6.393519006597052e-36,1.2915616156528823e-38,1.3329692135045436e-24,6.150695952528729e-48,5.3042436795698005e-51,1.8766498901892428e-46,7.616381946182817e-37,1.7560667843663997e-37,1.0811692715339977e-54,1.495731715364704e-35,1.1315110814398854e-39,1.1372200371178354e-40,1.8489125722384187e-34,6.91405655753229e-38,7.03120769110101e-59,6.557065726978955e-61,3.932523432002945e-52,4.493844795395379e-34,2.930631750391514e-42,3.4135430866396407e-46,2.0363439461652559e-47,4.60139779786171e-33,7.226190652500847e-39,1.7981789848119556e-36,1.7590954634685675e-49,6.18892424051472e-42,1.5572303009303962e-34,1.0543596948659864e-45,1.0496060052179311e-41,1.3945245990476208e-44,1.3231223678257406e-44,1.7320578756235906e-40,5.77629930183261e-39,7.505267633947579e-41,1.6330937559288975e-38,1.6938802688568764e-42,7.7831110503489e-34,1.4402506327009305e-50,1.0243696564139368e-34,1.71837004483802e-45
51.256281407035175,7.617782994245199e-44,2.3717234238155785e-36,1.776200972477769e-37,3.7523212649264775e-47,3.239102308585325e-38,2.1403852583202508e-48,3.711790195107496e-35,1.268808969237258e-45,3.226290738457774e-42,2.3193048583139353e-39,1.1983067526586654e-47,1.5602574207341362e-32,1.5736340659955564e-50,3.0143397663637533e-56,3.72814382010795e-44,4.0323858022935614e-45,1.1714470425998095e-47,5.614016935773538e-32,8.386035686884639e-36,3.1265241635371366e-32,1.1134647386569192e-46,1.107946424180601e-37,2.6935952876378885e-52,3.4610411471536804e-32,1.5329600456226292e-41,1.6685210269875277e-22,6.817542225064282e-40,2.048444036461126e-45,8.64936941468977e-55,4.4821536611619763e-41,7.628747284348476e-29,3.2471330956022136e-45,4.1354521741168546e-40,1.8337098017328036e-48,2.3629140691785346e-46,4.0432195368519494e-49,1.1304738133898698e-40,6.355356604581549e-47,4.0970539978537043e-45,6.790211690810543e-41,1.1012626319350376e-39,3.0734849534996493e-33,8.122012547345942e-49,1.1432215134938671e-49,2.83444568740231e-35,2.9040088062517057e-54,3.0436512696808954e-35,6.230417295859755e-37,1.4581403338804151e-53,2.436929934495964e-39,1.1727071073881432e-53,6.3839727582938914e-40,4.1838404360410216e-55,3.350683482157549e-52,2.589893959754783e-54,6.52507988182525e-39,2.09417511473498e-37,2.1582800379954134e-32,3.114884538437423e-33,3.525700554092795e-58,1.7603663994880267e-35,3.566414669684802e-38,2.872174076742065e-24,2.5301861382334343e-47,2.422066754544654e-50,7.156896706619386e-46,1.998455117815484e-36,5.262041897394612e-37,3.9702704294182016e-54,4.035016107788021e-35,3.57624547613244e-39,3.358295295439148e-40,5.847891713849802e-34,2.1157566520174076e-37,3.30430552290149e-58,2.7828852779936295e-60,1.675532765959197e-51,1.2528710733882918e-33,9.202369198168978e-42,1.6209960953562808e-45,7.579243199274303e-47,1.233931746286169e-32,2.005150982055325e-38,5.201716877970274e-36,7.197599721161052e-49,2.383300858468391e-41,4.1621235679551346e-34,3.304448601731495e-45,4.028855395043677e-41,4.087534615230297e-44,4.842542679774367e-44,5.97687100919702e-40,1.9370724853545112e-38,2.4227017906600307e-40,5.196850547786766e-38,6.010239602861457e-42,2.09414209130343e-33,5.74968451884389e-50,2.688407140210507e-34,5.789033533099443e-45
51.50753768844221,2.741689859591441e-43,7.747486829832502e-36,6.302110308341806e-37,1.2602355107367113e-46,8.315493487934161e-38,6.934538267969179e-48,1.0960980063121118e-34,5.053658772379585e-45,9.591149526669286e-42,9.81144683159481e-39,4.634594097380588e-47,5.115823637429314e-32,5.988546697430557e-50,1.2608186581248845e-55,1.2734380400517473e-43,1.6318619919046554e-44,5.050429042057494e-47,1.5484438156965079e-31,3.009529378991267e-35,8.445392467671767e-32,3.892018248251321e-46,2.8789311345415756e-37,1.3207872444822807e-51,1.180579119052318e-31,4.095200998382211e-41,3.4744630480266997e-22,1.9594674537493518e-39,7.645448136447919e-45,4.543845382819271e-54,1.2796871376787145e-40,1.7969682262754335e-28,1.0078584607376029e-44,1.3405356712341467e-39,7.877961927186266e-48,1.0925152512038149e-45,1.4505575902333764e-48,3.584741449972695e-40,1.9815342870566876e-46,1.2513518916074718e-44,2.0396777809297447e-40,4.123125478836871e-39,8.496857731528415e-33,3.0802065240387554e-48,4.537718230745364e-49,9.538388446411005e-35,1.5127780958865072e-53,9.894154348823928e-35,2.067967171328204e-36,6.709466418317856e-53,9.550355299847526e-39,5.567403614739954e-53,1.985224135231021e-39,1.7925233915532e-54,1.6026450591461337e-51,1.1205993627082434e-53,1.984634638564977e-38,7.831464951584906e-37,6.360811966466338e-32,8.727228511825361e-33,1.4736914424503434e-57,4.7950410464892056e-35,9.76212837543055e-38,6.1462391422353075e-24,1.029350151246852e-46,1.0899840872730928e-49,2.6998493499716388e-45,5.202471102228715e-36,1.5604789430175475e-36,1.4415349715286133e-53,1.0807090850975433e-34,1.1173250640187092e-38,9.82467530867809e-40,1.828473281907277e-33,6.412304953796164e-37,1.5338024420676513e-57,1.1677529221720383e-59,7.067100708278309e-51,3.4581634611005274e-33,2.861182065466772e-41,7.593985113797196e-45,2.798227036233039e-46,3.2781716428877017e-32,5.509276043440939e-38,1.4897790050562655e-35,2.9087986186006565e-48,9.064946388809473e-41,1.1025828499429995e-33,1.0265163668924605e-44,1.5276333493087525e-40,1.187761478625366e-43,1.748342863856095e-43,2.0415995164259018e-39,6.414547249646082e-38,7.75284306382208e-40,1.63355725503168e-37,2.1074972488641347e-41,5.586310886850949e-33,2.26883188845637e-49,6.992094469849706e-34,1.9226566714878121e-44
51.75879396984924,9.774099035312362e-43,2.500185547853979e-35,2.2078898804877183e-36,4.1908669553630275e-46,2.1210144194212158e-37,2.2304679991060533e-47,3.203751641301474e-34,1.9907094523523447e-44,2.825803668761825e-41,4.096837591241227e-38,1.773212213216948e-46,1.6554984455580688e-31,2.254380746246225e-49,5.2057286904791965e-55,4.305552629913261e-43,6.529661301149595e-44,2.1491859618976432e-46,4.233993971362817e-31,1.0653587662334643e-34,2.2640756983796774e-31,1.3493843522446209e-45,7.420185336243962e-37,6.402881704034924e-51,3.983084002936462e-31,1.0875281135196521e-40,7.184770255557031e-22,5.596645764373128e-39,2.8232237816436266e-44,2.3543125125356835e-53,3.6182592569170085e-40,4.20237655928286e-28,3.0984254385683984e-44,4.3016872947559344e-39,3.3421678291219976e-47,4.968611181275847e-45,5.147673553146115e-48,1.1259700725851648e-39,6.133856567861192e-46,3.7914068369665717e-44,6.067768407009262e-40,1.5258869742624396e-38,2.3320401786235377e-32,1.1573008304520496e-47,1.7810986881065346e-48,3.1720040220091644e-34,7.787651193290341e-53,3.1801849640443223e-34,6.77477054260764e-36,3.0505027826472e-52,3.6928042310912166e-38,2.6085899671698984e-52,6.114341779412505e-39,7.590714162413793e-54,7.5677637659177e-51,4.78804311533501e-53,5.967618874950328e-38,2.8903316557067147e-36,1.8583619992434237e-31,2.4261196512616148e-32,6.07655103929334e-57,1.29218237824096e-34,2.649118352371377e-37,1.3062328716031296e-23,4.141356584757033e-46,4.83459320188964e-49,1.0074472632995194e-44,1.34381722098158e-35,4.579978865013056e-36,5.175257635087514e-53,2.8735900567655976e-34,3.4509088726651697e-38,2.8474665706874784e-39,5.6522712996526886e-33,1.9247689070559362e-36,7.03310643132108e-57,4.845441733375112e-59,2.950779238058556e-50,9.450460689862718e-33,8.808431170493026e-41,3.509964761979302e-44,1.0247788926871657e-45,8.627707988550735e-32,1.4989925226893483e-37,4.2243058218705034e-35,1.1611321684614087e-47,3.4055119891159015e-40,2.8951551976571072e-33,3.160823240376252e-44,5.721926848312391e-40,3.421776030717006e-43,6.227229451940912e-43,6.903855524345886e-39,2.0977556136630443e-37,2.459435577293593e-39,5.072444848297012e-37,7.303446668356093e-41,1.47748040114756e-32,8.850013934236727e-49,1.802275993423882e-33,6.295660259746888e-44
52.01005025125628,3.451551407936394e-42,7.970746529381687e-35,7.638321084999257e-36,1.3799834652249071e-45,5.375560573407659e-37,7.122600846789082e-47,9.26947474199597e-34,7.755587328176872e-44,8.251246866423692e-41,1.688494008809975e-37,6.711566222378623e-46,5.287662102935305e-31,8.394938867426801e-49,2.121942284059863e-54,1.4409470854111845e-42,2.583479514815613e-43,9.027408353170011e-46,1.1477438947030008e-30,3.720349586290945e-34,6.023985902185706e-31,4.640519852840699e-45,1.8970358243383482e-36,3.0687244554648727e-50,1.3291465313279425e-30,2.8707688389716265e-40,1.475413154540829e-21,1.5884471937934105e-38,1.0314499209769988e-43,1.2032192437411797e-52,1.0132569667894386e-39,9.75706670468023e-28,9.43500447185059e-44,1.366611207393032e-38,1.4001849659167153e-46,2.222805001374565e-44,1.8072019592637714e-47,3.503135886693788e-39,1.8850535189940335e-45,1.1396582998827159e-43,1.7877811433329886e-39,5.582164589935365e-38,6.353966473618911e-32,4.3082600573319154e-47,6.913970962924534e-48,1.0425165222393872e-33,3.962265624562452e-52,1.010708254728271e-33,2.1907625962718048e-35,1.370549678730614e-51,1.408881933790999e-37,1.2062859063854065e-51,1.8652045130207018e-38,3.1772957628174834e-53,3.5280087547386695e-50,2.0202921018286098e-52,1.774047950531144e-37,1.0527777319539497e-35,5.381911688497924e-31,6.691613951838117e-32,2.4718314824976215e-56,3.445200908434056e-34,7.127719902909245e-37,2.7570786420590376e-23,1.647700540189683e-45,2.1136814270571766e-48,3.7185133243308173e-44,3.4445361761083385e-35,1.330403436990727e-35,1.8372344942855765e-52,7.585285306554928e-34,1.0536777440611292e-37,8.17629421166905e-39,1.727587467597759e-32,5.722157821988747e-36,3.1861214398623877e-56,1.9883841353375933e-58,1.2196628618237135e-49,2.557091866707062e-32,2.685094077271848e-40,1.6007047421516478e-43,3.7228115770237225e-45,2.2494012442568556e-31,4.039322350035489e-37,1.185893138715546e-34,4.578329533396661e-47,1.2636857360222617e-39,7.535760432448552e-33,9.647448794271797e-44,2.117170019554369e-39,9.773516230254216e-43,2.188335367729028e-42,2.311399874301429e-38,6.775757912432764e-37,7.734076238703123e-39,1.5560069795763905e-36,2.5014663119652566e-40,3.8744188222085985e-32,3.41271794532311e-48,4.604318789784612e-33,2.0326563588900815e-43
52.26130653266332,1.2073716558757637e-41,2.5104019329586252e-34,2.6096293140606906e-35,4.4996652452127933e-45,1.3538107212852112e-36,2.2581590316612753e-46,2.6551103363610702e-33,2.9883953230002206e-43,2.3878443018110915e-40,6.86877201673908e-37,2.513101590410995e-45,1.667047266032552e-30,3.092353396910115e-48,8.540085547252663e-54,4.773475270812961e-42,1.0107571796542233e-42,3.7428408842975776e-45,3.084508914664869e-30,1.2817334710668844e-33,1.5907680594943954e-30,1.5829783509509232e-44,4.81083024476818e-36,1.4540471809629165e-49,4.386793941312396e-30,7.532183587714413e-40,3.0088213323342376e-21,4.479664873302735e-38,3.7282877302818126e-43,6.065991618620777e-52,2.8106621382677355e-39,2.2491364634617066e-27,2.8459028541437084e-43,4.2986949482903573e-38,5.7929173844202356e-46,9.78262859820344e-44,6.277297215962151e-47,1.0795414896045332e-38,5.751236915282704e-45,3.398917543918251e-43,5.217273630713057e-39,2.0187887875444855e-37,1.7185673035913152e-31,1.5892087395954188e-46,2.6546052737628637e-47,3.386582508850253e-33,1.9926592350738867e-51,3.176200945961691e-33,6.993132943356253e-35,6.085538779467121e-51,5.3039135529353885e-37,5.505402251887977e-51,5.635780388905141e-38,1.3146761539619485e-52,1.6237863021052773e-49,8.418388316973162e-52,5.214251657507463e-37,3.784606522511809e-35,1.5449153027895436e-30,1.8310994036922261e-31,9.920046318889692e-56,9.088297669116877e-34,1.9016935824037694e-36,5.779637163784123e-23,6.482737176754477e-45,9.109462040524049e-48,1.3576203559223603e-43,8.762441173139086e-35,3.824993083674622e-35,6.449830551291693e-52,1.9875922278513835e-33,3.1806931088824644e-37,2.3261000550818547e-38,5.221269523897295e-32,1.6848422781628733e-35,1.426142488600051e-55,8.070683020620678e-58,4.9905845226386125e-49,6.850830273004437e-32,8.104566187759972e-40,7.203137087411359e-43,1.3415447921889268e-44,5.809404019025266e-31,1.0781200844522896e-36,3.2960377139066807e-34,1.783224821819963e-46,4.631743295244164e-39,1.9444968222323755e-32,2.918857399733523e-43,7.73864350484571e-39,2.767896307810168e-42,7.587862180055574e-42,7.662261677738628e-38,2.161826320031654e-36,2.410817672374142e-38,4.715611910014118e-36,8.468148624895283e-40,1.0073703479093838e-31,1.3010785690356226e-47,1.1659187264188975e-32,6.471585862915156e-43
