,0
60.0,0.00010611595744848266
60.2020202020202,0.00010611595744848266
60.4040404040404,0.00021033698708538526
60.60606060606061,0.00010611595744848266
60.80808080808081,0.0004168841185476105
61.01010101010101,0.0008261885258489007
61.21212121212121,0.0008261885258489007
61.41414141414141,0.001637217629205161
61.61616161616162,0.006427595136879521
61.81818181818182,0.012733914893817918
62.02020202020202,0.006427595136879521
62.22222222222222,0.012733914893817918
62.42424242424242,0.025225279027753594
62.62626262626263,0.012733914893817918
62.82828282828283,0.012733914893817918
63.03030303030303,0.012733914893817918
63.23232323232323,0.012733914893817918
63.43434343434343,0.012733914893817918
63.63636363636363,0.006427595136879521
63.83838383838384,0.012733914893817918
64.04040404040404,0.012733914893817918
64.24242424242425,0.025225279027753594
64.44444444444444,0.09896071003195639
64.64646464646465,0.09896071003195639
64.84848484848484,0.19598101398485485
65.05050505050505,0.19598101398485485
65.25252525252526,0.09896071003195639
65.45454545454545,0.09896071003195639
65.65656565656566,0.09896071003195639
65.85858585858585,0.09896071003195639
66.06060606060606,0.09896071003195639
66.26262626262626,0.19598101398485485
66.46464646464646,0.19598101398485485
66.66666666666667,0.09896071003195639
66.86868686868686,0.09896071003195639
67.07070707070707,0.025225279027753594
67.27272727272727,0.025225279027753594
67.47474747474747,0.025225279027753594
67.67676767676768,0.025225279027753594
67.87878787878788,0.04996545653574269
68.08080808080808,0.19598101398485485
68.28282828282828,0.09896071003195639
68.48484848484848,0.09896071003195639
68.68686868686869,0.09896071003195639
68.88888888888889,0.19598101398485485
69.0909090909091,0.3880812158115937
69.29292929292929,0.3880812158115937
69.4949494949495,0.3880812158115937
69.6969696969697,0.3880812158115937
69.8989898989899,0.19598101398485485
70.1010101010101,0.04996545653574269
70.3030303030303,0.04996545653574269
70.5050505050505,0.09896071003195639
70.70707070707071,0.09896071003195639
70.9090909090909,0.04996545653574269
71.11111111111111,0.025225279027753594
71.31313131313131,0.025225279027753594
71.51515151515152,0.012733914893817918
71.71717171717171,0.006427595136879521
71.91919191919192,0.006427595136879521
72.12121212121212,0.0032441164134250416
72.32323232323232,0.006427595136879521
72.52525252525253,0.012733914893817918
72.72727272727272,0.012733914893817918
72.92929292929293,0.012733914893817918
73.13131313131314,0.006427595136879521
73.33333333333333,0.006427595136879521
73.53535353535354,0.0032441164134250416
73.73737373737373,0.0032441164134250416
73.93939393939394,0.0032441164134250416
74.14141414141415,0.001637217629205161
74.34343434343434,0.0008261885258489007
74.54545454545455,0.0008261885258489007
74.74747474747474,0.00021033698708538526
74.94949494949495,0.00010611595744848266
75.15151515151516,0.00021033698708538526
75.35353535353535,0.00021033698708538526
75.55555555555556,0.00021033698708538526
75.75757575757575,0.00010611595744848266
75.95959595959596,5.353171067713635e-05
76.16161616161617,5.353171067713635e-05
76.36363636363636,2.7002721315015675e-05
76.56565656565657,1.3619793645731592e-05
76.76767676767676,6.869113316977672e-06
76.96969696969697,6.869113316977672e-06
77.17171717171718,6.869113316977672e-06
77.37373737373737,3.464164905544774e-06
77.57575757575758,3.464164905544774e-06
77.77777777777777,8.808453499141627e-07
77.97979797979798,4.441237058390736e-07
78.18181818181819,1.1288144190076455e-07
78.38383838383838,2.2391236836053297e-07
78.58585858585859,2.2391236836053297e-07
78.78787878787878,5.690334981063131e-08
78.98989898989899,5.690334981063131e-08
79.1919191919192,1.1288144190076455e-07
79.39393939393939,1.1288144190076455e-07
79.5959595959596,1.1288144190076455e-07
79.79797979797979,1.4457151882782345e-08
80.0,7.286404548922302e-09
